Name,City,Country,IATAFAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST
Pueblo Mem,"Pueblo Memorial",United States,PUB,KPUB,38.289085,-104.496572,4726,-7,A
Chuuk Intl,"Chuuk",Micronesia,TKK,PTKK,7.461869,151.843006,11,10,U
Edward G Pitka Sr,"Galena",United States,GAL,PAGA,64.736178,-156.937417,152,-9,A
Page Municipal Airport,"Page",United States,PGA,KPGA,36.9261,-111.4483,4316,-7,A
Fresh Creek,"Andros Town",Bahamas,ASD,MYAF,24.698283,-77.795611,5,-5,U
Block Island State Airport,"Block Island",United States,BID,KBID,41.168056,-71.577778,108,-5,A
Ketchikan harbor Seaplane Base,"Ketchikan",United States,WFB,,55.344444,-131.663333,0,-9,A
Hancock County - Bar Harbor,"Bar Harbor",United States,BHB,KBHB,44.4497689,-68.3615653,83,-5,A
Kuala Lumpur Intl,"Kuala Lumpur",Malaysia,KUL,WMKK,2.745578,101.709917,69,8,U
Chisholm Hibbing,"Hibbing",United States,HIB,KHIB,47.3866,-92.838994,1353,-6,A
Purude University Airport,"Lafayette",United States,LAF,,40.4123056,-86.9368889,606,-5,U
Inyokern Airport,"Inyokern",United States,IYK,KIYK,35.658889,-117.829444,2455,-8,A
Luanda 4 De Fevereiro,"Luanda",Angola,LAD,FNLU,-8.858375,13.231178,243,1,N
Provincetown Muni,"Provincetown",United States,PVC,KPVC,42.071945,-70.22139,9,-5,A
City,"London",United Kingdom,LCY,EGLC,51.505278,0.055278,19,0,E
Wrangell Airport,"Wrangell",United States,WRG,PAWG,56.4843,-132.37,44,-9,A
Shenandoah Valley Regional Airport,"Weyers Cave",United States,SHD,KSHD,38.263889,-78.896389,1201,-5,A
Hagerstown Regional Richard A Henson Field,"Hagerstown",United States,HGR,KHGR,39.7079,-77.7295,704,-5,A
Xoxocotlan Intl,"Oaxaca",Mexico,OAX,MMOX,16.999906,-96.726639,4989,-6,S
Dickinson Theodore Roosevelt Regional Airport,"Dickinson",United States,DIK,KDIK,46.7975,-102.801944,2592,-5,A
Jinnah Intl,"Karachi",Pakistan,KHI,OPKC,24.906547,67.160797,100,5,U
Morgantown Muni Walter L Bill Hart Fld,"Morgantown",United States,MGW,KMGW,39.642908,-79.916314,1248,-5,A
Ciudad Del Carmen Intl,"Ciudad Del Carmen",Mexico,CME,MMCE,18.653739,-91.799017,10,-6,S
Bahias De Huatulco Intl,"Bahias Dehuatulco",Mexico,HUX,MMBT,15.775317,-96.262572,464,-6,S
St Marys Airport,"St Mary's",United States,KSM,PASM,62.0605,-163.302,311,-9,A
Garden City Rgnl,"Garden City",United States,GCK,KGCK,37.927528,-100.724417,2891,-6,A
General Manuel Marquez De Leon Intl,"La Paz",Mexico,LAP,MMLP,24.072694,-110.362475,69,-7,S
Gustavus Airport,"Gustavus",United States,GST,PAGS,58.4253,-135.707,34,-9,A
Hoonah Airport,"Hoonah",United States,HNH,PAOH,58.096111,-135.409722,19,-9,A
Haines Airport,"Haines",United States,HNS,PAHN,59.2438,-135.524,15,-9,A
Yakutat,"Yakutat",United States,YAK,PAYA,59.3012,-139.3937,33,-9,A
Hiroshima,"Hiroshima",Japan,HIJ,RJOA,34.436111,132.919444,1088,9,U
Emmonak Airport,"Emmonak",United States,EMK,PAEM,62.786111,-164.490833,13,-9,A
Treasure Cay,"Treasure Cay",Bahamas,TCB,MYAT,26.745336,-77.391269,8,-5,U
Weston Airport,"Leixlip",Ireland,WST,EIWT,53.351333,-6.4875,150,0,E
Western Nebraska Regional Airport,"Scottsbluff",United States,BFF,KBFF,41.874,-103.596,3967,-7,A
Netaji Subhash Chandra Bose Intl,"Calcutta",India,CCU,VECC,22.654739,88.446722,16,5.5,N
Kearney Municipal Airport,"Kearney",United States,EAR,EAR,40.727,-99.0068,2131,-6,A
Delta County Airport,"Escanaba",United States,ESC,KESC,45.722778,-87.093611,609,-5,A
Telluride,"Telluride",United States,TEX,KTEX,37.953759,-107.90848,9078,-7,A
Nnamdi Azikiwe Intl,"Abuja",Nigeria,ABV,DNAA,9.006792,7.263172,1123,1,N
William R Fairchild International Airport,"Port Angeles",United States,CLM,KCLM,48.1202,-123.5,291,-8,A
Cold Bay,"Cold Bay",United States,CDB,PACD,55.206061,-162.725436,96,-9,A
Victoria Inner Harbour Airport,"Victoria",Canada,YWH,CYWH,48.422778,-123.3875,0,-8,A
Antonio Maceo Intl,"Santiago De Cuba",Cuba,SCU,MUCU,19.969769,-75.835414,249,-5,U
Marshall Islands Intl,"Majuro",Marshall Islands,MAJ,PKMJ,7.064758,171.272022,6,12,U
Laramie Regional Airport,"Laramie",United States,LAR,KLAR,41.3121,-105.675,7284,-7,A
Valencia,"Valencia",Spain,VLC,LEVC,39.489314,-0.481625,225,1,E
Harrison Marion Regional Airport,"Clarksburg",United States,CKB,KCKB,39.2966,-80.2281,1217,-5,A
Alpena County Regional Airport,"Alpena",United States,APN,KAPN,45.0781,-83.5603,689,-5,A
Fort Dodge Rgnl,"Fort Dodge",United States,FOD,KFOD,42.5512,-94.191842,1157,-6,A
Northwest Alabama Regional Airport,"Muscle Shoals",United States,MSL,KMSL,34.7453,-87.6102,550,-6,A
Plan De Guadalupe Intl,"Saltillo",Mexico,SLW,MMIO,25.549497,-100.928669,4778,-6,S
North Platte Regional Airport Lee Bird Field,"North Platte",United States,LBF,KLBF,41.1262,-100.684,2776,-6,A
Skagway Airport,"Skagway",United States,SGY,PAGY,59.4601,-135.316,44,-9,A
Hays Regional Airport,"Hays",United States,HYS,KHYS,38.8422,-99.2732,1998,-5,A
John Murtha Johnstown-Cambria County Airport,"Johnstown",United States,JST,KJST,40.316111,-78.833889,2284,-5,A
Ernest A Love Fld,"Prescott",United States,PRC,KPRC,34.654472,-112.419583,5045,-7,A
Okayama,"Okayama",Japan,OKJ,RJOB,34.756944,133.855278,806,9,U
Thunder Bay,"Thunder Bay",Canada,YQT,CYQT,48.371944,-89.323889,653,-5,A
Fort Yukon,"Fort Yukon",United States,FYU,PFYU,66.571492,-145.250417,433,-9,A
Lebanon Municipal Airport,"Lebanon",United States,LEB,KLEB,43.6261,-72.3042,603,-5,A
Williamson Country Regional Airport,"Marion",United States,MWA,KMWA,37.7549569,-89.0110936,472,-5,A
Pinto Martins Intl,"Fortaleza",Brazil,FOR,SBFZ,-3.776283,-38.532556,82,-3,S
Watertown Regional Airport,"Watertown",United States,ATY,KATY,44.914,-97.1547,1748,-6,A
Niigata,"Niigata",Japan,KIJ,RJSN,37.5711,139.0646,1,9,U
Nottingham East Midlands,"East Midlands",United Kingdom,EMA,EGNX,52.831111,-1.328056,306,0,E
Quincy Regional Baldwin Field,"Quincy",United States,UIN,KUIN,39.9427,-91.1946,769,-6,A
Knox County Regional Airport,"Rockland",United States,RKD,KRKD,44.0601111,-69.0992303,56,-5,A
Ford Airport,"Iron Mountain",United States,IMT,KIMT,45.8183611,-88.1145556,1182,-5,A
Yuzhny,"Tashkent",Uzbekistan,TAS,UTTT,41.257861,69.281186,1417,5,U
San Luis Valley Regional Airport,"Alamosa",United States,ALS,KALS,37.435,-105.866667,7539,-7,A
Quinhagak Airport,"Quinhagak",United States,KWN,PAQH,59.755,-161.845278,42,-9,A
Cortez Muni,"Cortez",United States,CEZ,KCEZ,37.303,-108.628056,5918,-7,A
Durango Intl,"Durango",Mexico,DGO,MMDO,24.124194,-104.528014,6104,-6,S
Lajes,"Lajes (terceira Island)",Portugal,TER,LPLA,38.761842,-27.090797,180,-1,E
Mid Delta Regional Airport,"Greenville",United States,GLH,GLH,33.4829,-90.9856,131,-6,A
Hooper Bay Airport,"Hooper Bay",United States,HPB,PAHP,61.5239,-166.147,7,-9,A
Lancaster Airport,"Lancaster",United States,LNS,KLNS,40.1217,-76.2961,403,-5,A
Palonegro,"Bucaramanga",Colombia,BGA,SKBG,7.1265,-73.184778,3897,-5,U
Kipnuk Airport,"Kipnuk",United States,KPN,PAKI,59.933056,-164.030556,11,-9,A
Yap Intl,"Yap",Micronesia,YAP,PTYA,9.498911,138.082497,91,10,U
Chevak Airport,"Chevak",United States,VAK,PAVA,61.5338,-165.584,75,-9,A
Kinston Regional Jetport,"Kinston",United States,ISO,KISO,35.331389,-77.608889,94,7,A
Adirondack Regional Airport,"Saranac Lake",United States,SLK,KSLK,44.3853,-74.2062,1663,-5,A
Laurence G Hanscom Fld,"Bedford",United States,BED,KBED,42.469953,-71.289031,133,-5,A
Wallblake,"The Valley",Anguilla,AXA,TQPF,18.204834,-63.055084,127,-4,U
Cedar City Rgnl,"Cedar City",United States,CDC,KCDC,37.700967,-113.098847,5622,-7,A
Waynesville Rgnl Arpt At Forney Fld,"Fort Leonardwood",United States,TBN,KTBN,37.741631,-92.140736,1159,-6,A
Rutland State Airport,"Rutland",United States,RUT,KRUT,43.5294,-72.9496,787,-5,A
Jasionka,"Rzeszow",Poland,RZE,EPRZ,50.109958,22.019,675,1,E
DuBois Regional Airport,"Du Bois",United States,DUJ,KDUJ,41.1783,-78.8987,1817,-5,A
Mid-Ohio Valley Regional Airport,"PARKERSBURG",United States,PKB,KPKB,39.3451039,-81.4392031,858,-5,A
McGrath Airport,"Mcgrath",United States,MCG,PAMC,62.9529,-155.606,338,-9,A
Mountain Village Airport,"Mountain Village",United States,MOU,PAMO,62.0954,-163.682,337,-9,A
Imperial Co,"Imperial",United States,IPL,KIPL,32.834219,-115.578744,-54,-8,A
Newcastle,"Newcastle",United Kingdom,NCL,EGNT,55.0375,-1.691667,266,0,E
Craig Seaplane Base,"Craig",United States,CGA,,55.478889,-133.147778,0,-9,A
Point Hope Airport,"Point Hope",United States,PHO,PPHO,68.3488,-166.799,12,-9,A
Victoria Regional Airport,"Victoria",United States,VCT,KVCT,28.8526,-96.9185,115,-6,A
Toksook Bay Airport,"Toksook Bay",United States,OOK,PAOO,60.541389,-165.087222,59,-10,A
Iliamna,"Iliamna",United States,ILI,PAIL,59.754356,-154.910961,186,-9,A
Eastern Oregon Regional Airport,"Pendleton",United States,PDT,KPDT,45.695,-118.841389,1497,-7,A
Bucholz Aaf,"Kwajalein",Marshall Islands,KWA,PKWA,8.720122,167.731661,9,12,U
Selawik Airport,"Selawik",United States,WLK,PASK,66.6,-159.985833,17,-9,A
Devils Lake Regional Airport,"Devils Lake",United States,DVL,KDVL,48.114444,-98.908611,1445,-6,A
Liberal Muni,"Liberal",United States,LBL,KLBL,37.044222,-100.95986,2885,-6,A
San Salvador,"Cockburn Town",Bahamas,ZSA,MYSM,24.063275,-74.523967,24,-5,U
Rickenbacker Intl,"Columbus",United States,LCK,KLCK,39.813786,-82.927822,744,-5,A
Jamestown Regional Airport,"Jamestown",United States,JMS,KJMS,46.9297,-98.6782,1498,-6,A
Altoona Blair Co,"Altoona",United States,AOO,KAOO,40.296372,-78.320022,1504,-5,A
Cape Girardeau Regional Airport,"Cape Girardeau",United States,CGI,KCGI,37.2253,-89.5708,342,-6,A
Wainwright Airport,"Wainwright",United States,AIN,PAWI,70.638056,-159.994722,41,-9,A
Yellowstone Airport,"West Yellowstone",United States,WYS,KWYS,44.688333,-111.1175,6644,-7,A
Oxnard - Ventura County,"Oxnard",United States,OXR,KOXR,34.200833,-119.207222,15,-8,A
Scammon Bay Airport,"Scammon Bay",United States,SCM,PACM,61.845278,-165.571389,14,-9,A
Robert Curtis Memorial Airport,"Noorvik",United States,ORV,PFNO,66.8175,-161.022222,55,-9,A
Vernal Regional Airport,"Vernal",United States,VEL,KVEL,40.440833,-109.51,5278,-7,A
Capodichino,"Naples",Italy,NAP,LIRN,40.886033,14.290781,294,1,E
Kongiganak Airport,"Kongiganak",United States,KKH,PADY,59.960833,-162.881111,30,-9,A
Sand Point Airport,"Sand Point",United States,SDP,PASD,55.315,-160.523,21,-9,A
Augusta State,"Augusta",United States,AUG,KAUG,44.320647,-69.797317,352,-5,A
Palermo,"Palermo",Italy,PMO,LICJ,38.175958,13.091019,65,1,E
Savoonga Airport,"Savoonga",United States,SVA,PASA,63.6864,-170.493,53,-9,A
Eugenio Maria De Hostos,"Mayaguez",Puerto Rico,MAZ,TJMZ,18.255694,-67.148472,28,-4,U
Kasigluk Airport,"Kasigluk",United States,KUK,PFKA,60.873333,-162.524444,40,-9,A
Joplin Rgnl,"Joplin",United States,JLN,KJLN,37.151814,-94.498269,981,-6,A
Metlakatla Seaplane Base,"Metakatla",United States,MTM,PAMM,55.131111,-131.578056,0,-9,A
Noatak Airport,"Noatak",United States,WTK,PAWN,67.5661,-162.975,88,-9,A
Anaktuvuk Pass Airport,"Anaktuvuk Pass",United States,AKP,PAKP,68.1336,-151.743,2103,-9,A
Gambell Airport,"Gambell",United States,GAM,PAGM,63.7668,-171.733,27,-9,A
Kwigillingok Airport,"Kwigillingok",United States,KWK,PAGG,59.876389,-163.168611,18,-9,A
Chautauqua County-Jamestown,"Jamestown",United States,JHW,KJHW,42.153333,-79.258056,525,-5,A
Pilot Station Airport,"Pilot Station",United States,PQS,,61.934444,-162.899444,305,-9,A
Tuntutuliak Airport,"Tuntutuliak",United States,WTL,,60.335278,-162.666944,16,-9,A
Chefornak Airport,"Chefornak",United States,CYF,PACK,60.149167,-164.285556,40,-9,A
Governors Harbour,"Governor's Harbor",Bahamas,GHB,MYEM,25.284706,-76.331011,26,-5,U
Orcas Island Airport,"Eastsound",United States,ESD,KORS,48.708056,-122.910556,31,-8,A
Southern California Logistics,"Victorville",United States,VCV,KVCV,34.597453,-117.382997,2885,-8,A
General Jose Maria Yanez Intl,"Guaymas",Mexico,GYM,MMGM,27.968983,-110.925169,59,-7,S
Dodge City Regional Airport,"Dodge City",United States,DDC,KDDC,37.7634,-99.9656,2594,-6,A
Kalskag Airport,"Kalskag",United States,KLG,PALG,61.5363,-160.341,55,-9,A
Nulato Airport,"Nulato",United States,NUL,PANU,64.729444,-158.074167,399,-9,A
Arnold Palmer Regional Airport,"Latrobe",United States,LBE,KLBE,40.2759,-79.4048,1185,-5,A
Kotlik Airport,"Kotlik",United States,KOT,PFKO,63.030556,-163.532778,15,-9,A
Pease International Tradeport,"Portsmouth",United States,PSM,KPSM,43.0779,-70.8233,100,-5,A
Huslia Airport,"Huslia",United States,HSL,PAHL,65.697778,-156.351389,213,-9,A
Athens Ben Epps Airport,"Athens",United States,AHN,KAHN,33.9486,-83.3263,808,-5,A
Eek Airport,"Eek",United States,EEK,PAEE,60.213611,-162.043889,15,-9,A
Buckland Airport,"Buckland",United States,BKC,PABL,65.981667,-161.149167,31,-9,A
Kivalina Airport,"Kivalina",United States,KVL,PAVL,67.7362,-164.563,13,-9,A
Manistee County-Blacker Airport,"Manistee",United States,MBL,KMBL,44.2725,-86.246944,621,-5,A
Massena Intl Richards Fld,"Massena",United States,MSS,KMSS,44.935833,-74.845547,215,-5,A
South Bimini,"Alice Town",Bahamas,BIM,MYBS,25.699881,-79.264656,10,-5,U
Marshall Don Hunter Sr. Airport,"Marshall",United States,MLL,PADM,61.8646418,-162.026111,103,-9,A
Sidney-Richland Municipal Airport,"Sidney",United States,SDY,KSDY,47.706944,-104.1925,1984,-7,A
Shishmaref Airport,"Shishmaref",United States,SHH,PASH,66.2496,-166.089,12,-9,A
Old Harbor Airport,"Old Harbor",United States,OLH,,57.218056,-153.269722,55,-9,A
Kenmore Air Harbor Inc Seaplane Base,"Kenmore",United States,KEH,,47.7548,-122.259,14,-8,A
Nuiqsut Airport,"Nuiqsut",United States,NUI,PAQT,70.21,-151.005556,38,-9,A
St Paul Island,"St. Paul Island",United States,SNP,PASN,57.167333,-170.220444,63,-11,A
Riga Intl,"Riga",Latvia,RIX,EVRA,56.923611,23.971111,34,2,E
Tyonek Airport,"Tyonek",United States,TYE,,61.076667,-151.138056,110,-8,A
Tanana Airport,"Tanana",United States,TAL,,65.179556,-152.075833,207,-9,A
Russian Mission Airport,"Russian Mission",United States,RSH,PARS,61.775,-161.319444,51,-9,A
Hamilton,"Hamilton",Canada,YHM,CYHM,43.173611,-79.935,780,-5,A
Alakanuk Airport,"Alakanuk",United States,AUK,PAUK,62.68,-164.66,10,-9,A
Roche Harbor Seaplane Base,"Roche Harbor",United States,RCE,,48.608056,-123.159722,0,-8,A
Bob Baker Memorial Airport,"Kiana",United States,IAN,PAIK,66.975833,-160.436667,166,-9,A
Teterboro,"Teterboro",United States,TEB,KTEB,40.850103,-74.060837,9,-5,A
Kwethluk Airport,"Kwethluk",United States,KWT,PFKW,60.790278,-161.443611,30,-9,A
Bradford Regional Airport,"Bradford",United States,BFD,KBFD,41.8031,-78.6401,2143,-5,A
Watertown Intl,"Watertown",United States,ART,KART,43.991922,-76.021739,325,-5,A
Barter Island Lrrs,"Barter Island",United States,BTI,PABA,70.133989,-143.581867,2,-9,A
Willow Run,"Detroit",United States,YIP,KYIP,42.237928,-83.530408,716,-5,A
Show Low Regional Airport,"Show Low",United States,SOW,KSOW,34.265556,-110.005556,6415,-7,A
King Cove Airport,"King Cove",United States,KVC,PAVC,55.1163,-162.266,155,-9,A
Tenerife Norte,"Tenerife",Spain,TFN,GCXO,28.482653,-16.341536,2073,0,E
Canyonlands Field,"Moab",United States,CNY,KCNY,38.755,-109.754722,4555,-7,A
Newport Municipal Airport,"Newport",United States,ONP,KNOP,44.580361,-124.057917,160,8,A
Merrill Fld,"Anchorage",United States,MRI,PAMR,61.213544,-149.844447,137,-9,A
Ouzinkie Airport,"Ouzinkie",United States,KOZ,,57.922876,-152.500511,55,-9,A
Worland Municipal Airport,"Worland",United States,WRL,KWRL,43.9657,-107.951,4227,-7,A
Angel Albino Corzo,"Tuxtla Gutierrez",Mexico,TGZ,MMTG,16.561822,-93.026081,1491,-6,S
Nunapitchuk Airport,"Nunapitchuk",United States,NUP,,60.905833,-162.439167,12,-9,A
Newtok Airport,"Newtok",United States,WWT,,60.939167,-164.641111,25,-10,U
Stebbins Airport,"Stebbins",United States,WBB,,63.515833,-162.278056,14,-9,A
Thorne Bay Seaplane Base,"Thorne Bay",United States,KTB,,55.688056,-132.536667,0,-9,A
Chaklala,"Islamabad",Pakistan,ISB,OPRN,33.616653,73.099233,1668,5,U
Larsen Bay Airport,"Larsen Bay",United States,KLN,PALB,57.535,-153.976667,87,-9,A
Southeast Iowa Regional Airport,"Burlington",United States,BRL,KBRL,40.7832,-91.1255,698,-6,A
Venetie Airport,"Venetie",United States,VEE,PAVE,67.008611,-146.366389,574,-9,A
Allakaket Airport,"Allakaket",United States,AET,PFAL,66.5519,-152.6222,441,-8,A
Thief River Falls,"Thief River Falls",United States,TVF,KTVF,48.065556,-96.185,1116,-6,A
Atqasuk Edward Burnell Sr Memorial Airport,"Atqasuk",United States,ATK,PATQ,70.4673,-157.436,96,-9,A
Cavern City Air Terminal,"Carlsbad",United States,CNM,KCNM,32.337472,-104.263278,3295,-7,A
La Nubia,"Manizales",Colombia,MZL,SKMZ,5.029597,-75.464708,6871,-5,U
Elim Airport,"Elim",United States,ELI,PFEL,64.615,-162.270556,162,-9,A
March Arb,"Riverside",United States,RIV,KRIV,33.880711,-117.259453,1535,-8,A
St. Michael Airport,"St. Michael",United States,SMK,PAMK,63.49,-162.110278,98,-9,A
Kaltag Airport,"Kaltag",United States,KAL,PAKV,64.3191,-158.741,187,-9,A
Tuscaloosa Rgnl,"Tuscaloosa AL",United States,TCL,KTCL,33.220627,-87.611403,170,-6,A
Hollis Seaplane Base,"Hollis",United States,HYL,,55.481667,-132.646111,0,-9,A
Forbes Fld,"Topeka",United States,FOE,KFOE,38.950944,-95.663611,1078,-6,A
Koyuk Alfred Adams Airport,"Koyuk",United States,KKA,PAKK,64.939444,-161.154167,154,-9,A
Tuluksak Airport,"Tuluksak",United States,TLT,,61.096944,-160.969444,30,-9,A
Kosrae,"Kosrae",Micronesia,KSA,PTSA,5.356975,162.958386,11,12,U
Togiak Airport,"Togiak Village",United States,TOG,PATG,59.0528,-160.397,21,-9,A
Clovis Muni,"Clovis",United States,CVN,KCVN,34.425139,-103.079278,4216,-6,A
Tununak Airport,"Tununak",United States,TNK,,60.575556,-165.271667,14,-10,A
Shungnak Airport,"Shungnak",United States,SHG,PAGH,66.888056,-157.1625,197,-9,A
Decatur,"Decatur",United States,DEC,KDEC,39.834564,-88.865689,682,-6,A
Raleigh County Memorial Airport,"Beckley",United States,BKW,KBKW,37.7873,-81.1242,2504,-5,A
Port Lions Airport,"Port Lions",United States,ORI,,57.885278,-152.846111,52,-9,A
Camilo Daza,"Cucuta",Colombia,CUC,SKCC,7.927567,-72.511547,1096,-5,U
Ogdensburg Intl,"Ogdensburg",United States,OGS,KOGS,44.681854,-75.4655,297,-5,A
Huron Rgnl,"Huron",United States,HON,KHON,44.3852,-98.228542,1289,-6,A
Shaktoolik Airport,"Shaktoolik",United States,SKK,PFSH,64.371111,-161.223889,24,-9,A
Ambler Airport,"Ambler",United States,ABL,PAFM,67.106389,-157.8575,334,-9,A
Camp Mabry Austin City,"Austin TX",United States,ATT,KATT,30.31666,-97.7666,0,-6,A
Arctic Village Airport,"Arctic Village",United States,ARC,PARC,68.1147,-145.579,2092,-9,A
Nightmute Airport,"Nightmute",United States,NME,PAGT,60.471111,-164.700833,4,-10,A
Mc Kellar Sipes Rgnl,"Jackson",United States,MKL,KMKL,35.599889,-88.915611,434,-6,A
Saint Barthelemy,"Gustavia",France,SBH,TFFJ,17.9023,-62.8324,50,-4,E
Chadron Municipal Airport,"Chadron",United States,CDR,KCDR,42.8375,-103.095556,3297,-7,A
Adak Airport,"Adak Island",United States,ADK,PADK,51.878,-176.646,18,-10,A
Merced Municipal Airport,"Merced",United States,MCE,KMCE,37.284722,-120.513889,156,-8,A
McCook Regional Airport,"McCook",United States,MCK,KMCK,40.206389,-100.592222,2583,-6,A
Westsound Seaplane Base,"Westsound",United States,WSX,,48.617778,-122.952778,0,-8,A
Charlottetown,"Charlottetown",Canada,YYG,CYYG,46.290001,-63.121111,160,-4,A
Point Lay Lrrs,"Point Lay",United States,PIZ,PPIZ,69.732875,-163.005342,25,-9,A
Brevig Mission Airport,"Brevig Mission",United States,KTS,PFKT,65.331389,-166.465833,35,-9,A
Kirksville Regional Airport,"Kirksville",United States,IRK,KIRK,40.0935,-92.5449,966,-6,A
Ruby Airport,"Ruby",United States,RBY,PARY,64.7272,-155.47,653,-9,A
Salina Municipal Airport,"Salina",United States,SLN,KSLN,38.791,-97.6522,1288,-6,A
Visalia Municipal Airport,"Visalia",United States,VIS,KVIS,36.318611,-119.392778,295,-8,A
Golovin Airport,"Golovin",United States,GLV,PAGL,64.550556,-163.007222,59,-9,A
Reading Regional Carl A Spaatz Field,"Reading",United States,RDG,KRDG,40.3785,-75.9652,344,-5,A
Franklin,"Franklin",United States,FKL,KFKL,41.377874,-79.860362,1540,-5,A
Monrovia Roberts Intl,"Monrovia",Liberia,ROB,GLRB,6.233789,-10.362311,31,0,N
Grant Co Intl,"Grant County Airport",United States,MWH,KMWH,47.207708,-119.32019,1185,-8,A
Gerrard Smith Intl,"Cayman Barac",Cayman Islands,CYB,MWCB,19.686981,-79.882789,8,-5,U
Boone Co,"Harrison",United States,HRO,KHRO,36.261519,-93.154728,1365,-6,A
Akiak Airport,"Akiak",United States,AKI,PFAK,60.902778,-161.230556,30,-9,A
Bettles,"Bettles",United States,BTT,PABT,66.913944,-151.529056,644,-9,A
Stansted,"London",United Kingdom,STN,EGSS,51.885,0.235,348,0,E
Jaime Gonzalez,"Cienfuegos",Cuba,CFG,MUCF,22.15,-80.414167,102,-5,U
Goodnews Airport,"Goodnews Bay",United States,GNU,,59.1175,-161.5775,15,-10,A
Andrews Afb,"Camp Springs",United States,ADW,KADW,38.810806,-76.867028,280,-5,A
Smith Reynolds,"Winston-salem",United States,INT,KINT,36.133722,-80.222,969,-5,A
Biggs Aaf,"El Paso",United States,BIF,KBIF,31.849528,-106.380039,3948,-7,A
Mekoryuk Airport,"Mekoryuk",United States,MYU,PAMY,60.3714,-166.271,48,-9,A
Grant County Airport,"Silver City",United States,SVC,SVC,32.6365,-108.156,5446,-7,A
Pope Afb,"Fayetteville",United States,POB,KPOB,35.170883,-79.014472,217,-5,A
Alliance Municipal Airport,"Alliance",United States,AIA,KAIA,42.053333,-102.803889,3931,-7,A
White Mountain Airport,"White Mountain",United States,WMO,PAWM,64.689167,-163.412778,267,-9,A
Keesler Afb,"Biloxi",United States,BIX,KBIX,30.410425,-88.924433,33,-6,A
Spirit Of St Louis,"Null",United States,SUS,KSUS,38.662119,-90.652044,463,-7,A
Angoon Seaplane Base,"Angoon",United States,AGN,PAGN,57.503611,-134.585,0,-9,A
Westover Arb Metropolitan,"Chicopee Falls",United States,CEF,KCEF,42.194014,-72.534783,241,-5,A
Kake Seaplane Base,"Kake",United States,KAE,,56.973056,-133.945556,0,-9,A
Wokal Field Glasgow International Airport,"Glasgow",United States,GGW,KGGW,48.2125,-106.615,2296,-7,A
Middle Georgia Rgnl,"Macon",United States,MCN,KMCN,32.69285,-83.649211,354,-5,A
Sheldon Point Airport,"Nunam Iqua",United States,SXP,,62.520556,-164.847778,12,-9,A
Platinum,"Port Moller",United States,PTU,PAPM,59.011356,-161.819664,15,-9,A
Begishevo,"Nizhnekamsk",Russia,NBW,UWKE,55.34,52.06,50,4,N
Koyukuk Airport,"Koyukuk",United States,KYU,PFKU,64.875833,-157.730556,149,-9,A
Crown Point,"Scarborough",Trinidad and Tobago,TAB,TTCP,11.149658,-60.832194,38,-4,U
Wales Airport,"Wales",United States,WAA,PAIW,65.6225,-168.095,22,-9,A
Egegik Airport,"Egegik",United States,EGX,PAII,58.185556,-157.375556,92,-9,A
South Arkansas Rgnl At Goodwin Fld,"El Dorado",United States,ELD,KELD,33.220972,-92.813278,277,-6,A
Kobuk Airport,"Kobuk",United States,OBU,PAOB,66.912222,-156.897222,137,-9,A
Saint Cloud Regional Airport,"Saint Cloud",United States,STC,KSTC,45.546556,-94.059889,1031,-6,A
Hughes Airport,"Hughes",United States,HUS,PAHU,66.039167,-154.264722,299,-9,A
Monroe County Airport,"Bloomington",United States,BMG,KBMG,39.1460208,-86.6166805,846,-4,A
Teller Airport,"Teller",United States,TLA,PATE,65.240278,-166.339444,294,-9,A
Akhiok Airport,"Akhiok",United States,AKK,PAKH,56.938611,-154.1825,44,-9,A
Cherry Point Mcas,"Cherry Point",United States,NKT,KNKT,34.900872,-76.880733,29,-5,A
Astoria Regional Airport,"Astoria",United States,AST,KAST,46.157972,-123.878694,15,-8,A
Akutan Seaplane Base,"Akutan",United States,KQA,KQA,54.1325,-165.785,0,-9,A
Mc Chord Afb,"Tacoma",United States,TCM,KTCM,47.137678,-122.476475,322,-8,A
Holy Cross Airport,"Holy Cross",United States,HCR,PAHC,62.1883,-159.775,70,-9,A
Gary Chicago International Airport,"Gary",United States,GYY,KGYY,41.6163,-87.4128,591,-6,U
Downtown,"Kansas City",United States,MKC,KMKC,39.1275,-94.598889,759,-6,A
Griffiss Afld,"Rome",United States,RME,KRME,43.2338,-75.407033,504,-5,A
Gogebic Iron County Airport,"Ironwood",United States,IWD,,46.5274747,-90.1313967,1230,-6,U
Frank Wiley Field,"Miles City",United States,MLS,KMLS,46.428,-105.886,2630,-7,A
General Abelardo L Rodriguez Intl,"Tijuana",Mexico,TIJ,MMTJ,32.541064,-116.970158,489,-8,S
Grayling Airport,"Grayling",United States,KGX,,62.894444,-160.065,99,-9,A
Beaver Airport,"Beaver",United States,WBQ,PAWB,66.362222,-147.406667,359,-9,A
Lopez Island Airport,"Lopez",United States,LPS,S31,48.4839,-122.938,209,-8,A
Kingman Airport,"Kingman",United States,IGM,IGM,35.2595,-113.938,3449,-7,A
Port Heiden Airport,"Port Heiden",United States,PTH,PAPH,56.9591,-158.633,95,-9,A
Ellington Fld,"Houston",United States,EFD,KEFD,29.607333,-95.15875,32,-6,A
